GTS_JOB_TITLE_ID,GTS_JOB_TITLE_NAME,GTS_JOB_TITLE_DESCRIPTION,GTS_JOB_TITLE_STATUS
24,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",FALSE
25,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
26,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
27,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
28,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
29,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",TRUE
30,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
31,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
32,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,FALSE
33,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",FALSE
34,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",TRUE
35,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",FALSE
36,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
37,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
38,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
39,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",FALSE
40,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",FALSE
41,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",FALSE
42,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
43,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
44,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",FALSE
45,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
46,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
47,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",FALSE
48,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",FALSE
49,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",TRUE
50,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
51,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,FALSE
52,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
53,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
54,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
55,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",FALSE
56,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,FALSE
57,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
58,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",FALSE
59,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
60,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
61,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
62,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,TRUE
63,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
64,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
65,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",TRUE
66,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
67,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",FALSE
68,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
69,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",FALSE
70,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
71,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
72,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
73,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
74,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
75,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
76,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",FALSE
77,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
78,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,FALSE
79,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",TRUE
80,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
81,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",TRUE
82,Product Manager,Defines and oversees the development of a product from concept to launch.,TRUE
83,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
84,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
85,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
86,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
87,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
88,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,FALSE
89,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
90,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",FALSE
91,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
92,Product Manager,Defines and oversees the development of a product from concept to launch.,FALSE
93,Product Manager,Defines and oversees the development of a product from concept to launch.,TRUE
94,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
95,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
96,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,FALSE
97,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",TRUE
98,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",FALSE
99,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
100,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
101,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
102,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",TRUE
103,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
104,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
105,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,TRUE
106,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
107,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,FALSE
108,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
109,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
110,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
111,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,FALSE
112,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",FALSE
113,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
114,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",FALSE
115,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",TRUE
116,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
117,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
118,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
119,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,FALSE
120,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
121,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
122,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",TRUE
123,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
124,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,FALSE
125,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,FALSE
126,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
127,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
128,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",FALSE
129,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
130,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
131,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
132,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",TRUE
133,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",FALSE
134,Product Manager,Defines and oversees the development of a product from concept to launch.,TRUE
135,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
136,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,TRUE
137,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",FALSE
138,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
139,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
140,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,FALSE
141,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",FALSE
142,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
143,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",TRUE
144,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,TRUE
145,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",FALSE
146,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
147,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
148,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
149,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
150,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
151,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
152,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
153,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
154,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
155,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",FALSE
156,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",FALSE
157,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,TRUE
158,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",FALSE
159,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
160,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
161,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
162,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
163,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
164,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
165,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
166,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
167,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,TRUE
168,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
169,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
170,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
171,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
172,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,TRUE
173,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",FALSE
174,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,TRUE
175,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
176,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",FALSE
177,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",FALSE
178,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
179,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,TRUE
180,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
181,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",TRUE
182,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
183,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",FALSE
184,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",FALSE
185,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
186,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,FALSE
187,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
188,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
189,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
190,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,FALSE
191,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,FALSE
192,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",FALSE
193,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,FALSE
194,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
195,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
196,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",FALSE
197,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",TRUE
198,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",FALSE
199,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,FALSE
200,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
201,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",TRUE
202,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
203,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,TRUE
204,Product Manager,Defines and oversees the development of a product from concept to launch.,FALSE
205,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
206,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,FALSE
207,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,FALSE
208,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",FALSE
209,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
210,Product Manager,Defines and oversees the development of a product from concept to launch.,FALSE
211,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
212,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
213,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
214,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",FALSE
215,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
216,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
217,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
218,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
219,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
220,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
221,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
222,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",TRUE
223,Product Manager,Defines and oversees the development of a product from concept to launch.,TRUE
224,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,FALSE
225,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
226,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",FALSE
227,Product Manager,Defines and oversees the development of a product from concept to launch.,FALSE
228,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
229,Product Manager,Defines and oversees the development of a product from concept to launch.,FALSE
230,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",FALSE
231,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,TRUE
232,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,FALSE
233,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,TRUE
234,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
235,Product Manager,Defines and oversees the development of a product from concept to launch.,FALSE
236,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
237,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",FALSE
238,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,TRUE
239,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
240,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
241,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",TRUE
242,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
243,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,FALSE
244,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
245,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
246,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
247,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
248,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
249,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
250,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
251,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
252,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
253,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",TRUE
254,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
255,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,TRUE
256,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
257,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
258,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
259,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
260,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
261,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
262,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",TRUE
263,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
264,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,FALSE
265,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
266,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
267,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
268,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",FALSE
269,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,FALSE
270,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
271,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,FALSE
272,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
273,Product Manager,Defines and oversees the development of a product from concept to launch.,TRUE
274,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
275,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",FALSE
276,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,FALSE
277,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,TRUE
278,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",FALSE
279,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",FALSE
280,Product Manager,Defines and oversees the development of a product from concept to launch.,TRUE
281,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",FALSE
282,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
283,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
284,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
285,Product Manager,Defines and oversees the development of a product from concept to launch.,TRUE
286,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
287,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
288,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",FALSE
289,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
290,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",FALSE
291,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",TRUE
292,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",TRUE
293,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,FALSE
294,Software Engineer,"Responsible for designing, developing, and maintaining software applications.",TRUE
295,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
296,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
297,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
298,Cloud Architect,Designs and manages cloud computing architecture for organizations to ensure scalability and security.,FALSE
299,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
300,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",TRUE
301,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
302,Product Manager,Defines and oversees the development of a product from concept to launch.,TRUE
303,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",FALSE
304,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
305,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",FALSE
306,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
307,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
308,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",TRUE
309,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,FALSE
310,Digital Marketing Specialist,"Plans, implements, and analyzes marketing campaigns across digital platforms to drive growth.",FALSE
311,UI/UX Designer,"Designs the user interface and experience of digital products, focusing on user-centric design.",FALSE
312,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
313,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,FALSE
314,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
315,Web Developer,"Designs and develops websites and web applications, focusing on both the front-end and back-end.",TRUE
316,Data Scientist,Analyzes and interprets complex data to provide insights and support decision-making.,TRUE
317,System Administrator,"Responsible for managing and maintaining IT systems and networks, ensuring their reliability and security.",FALSE
318,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
319,Content Writer,"Creates and writes content for websites, blogs, and other digital platforms to engage the audience.",TRUE
320,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
321,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
322,Project Manager,"Manages project timelines, resources, and budgets to ensure successful project delivery.",FALSE
323,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
324,Machine Learning Engineer,Develops algorithms and models to enable machines to learn from data and make predictions.,TRUE
325,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",FALSE
326,Cybersecurity Specialist,Protects an organisations information systems from cyber threats and attacks.,TRUE
327,Database Administrator,"Manages and maintains databases, ensuring their performance, integrity, and security.",TRUE
328,Sales Manager,"Oversees the sales department, develops sales strategies, and ensures revenue targets are met.",TRUE
329,Business Analyst,Works with stakeholders to gather and analyze business requirements and propose solutions.,TRUE
