GTS_USER_LANGUAGE_ID,GTS_USER_ID,GTS_LANGUAGE_ID,GTS_USER_LANGUAGE_CAN_READ,GTS_USER_LANGUAGE_CAN_WRITE,GTS_USER_LANGUAGE_CAN_SPEAK,GTS_USER_PROFICIENCY
35,146,731,FALSE,TRUE,TRUE,Intermediate
36,804,754,FALSE,FALSE,FALSE,Proficient
37,329,343,FALSE,FALSE,TRUE,Proficient
38,506,673,TRUE,FALSE,FALSE,Intermediate
39,551,253,FALSE,FALSE,FALSE,Beginner
40,467,761,TRUE,FALSE,FALSE,Intermediate
41,691,694,TRUE,TRUE,FALSE,Intermediate
42,136,935,FALSE,FALSE,FALSE,Beginner
43,976,590,TRUE,FALSE,FALSE,Beginner
44,583,877,TRUE,FALSE,FALSE,Fluent
45,383,441,TRUE,FALSE,TRUE,Proficient
46,133,823,FALSE,FALSE,FALSE,Fluent
47,632,910,FALSE,TRUE,FALSE,Native
48,883,200,TRUE,FALSE,FALSE,Intermediate
49,733,568,FALSE,TRUE,TRUE,Fluent
50,669,762,TRUE,TRUE,FALSE,Fluent
51,687,775,TRUE,FALSE,FALSE,Beginner
52,73,630,TRUE,FALSE,TRUE,Proficient
53,861,94,FALSE,FALSE,TRUE,Native
54,688,241,FALSE,FALSE,FALSE,Proficient
55,596,384,FALSE,FALSE,TRUE,Proficient
56,653,232,FALSE,FALSE,TRUE,Fluent
57,598,415,TRUE,TRUE,FALSE,Beginner
58,594,477,FALSE,TRUE,TRUE,Proficient
59,672,653,FALSE,FALSE,FALSE,Intermediate
60,519,345,TRUE,TRUE,TRUE,Proficient
61,301,559,FALSE,TRUE,TRUE,Fluent
62,939,74,FALSE,FALSE,FALSE,Proficient
63,155,102,TRUE,TRUE,TRUE,Beginner
64,767,702,TRUE,TRUE,FALSE,Proficient
65,717,933,FALSE,FALSE,TRUE,Native
66,103,564,FALSE,TRUE,TRUE,Fluent
67,376,646,TRUE,FALSE,TRUE,Native
68,956,331,TRUE,TRUE,FALSE,Proficient
69,620,51,FALSE,FALSE,TRUE,Fluent
70,586,807,TRUE,TRUE,FALSE,Fluent
71,54,848,TRUE,FALSE,FALSE,Native
72,134,506,TRUE,FALSE,FALSE,Native
73,93,827,TRUE,FALSE,TRUE,Fluent
74,458,9,FALSE,FALSE,TRUE,Fluent
75,823,413,TRUE,FALSE,TRUE,Beginner
76,963,625,TRUE,TRUE,FALSE,Beginner
77,721,43,TRUE,FALSE,TRUE,Native
78,621,997,FALSE,FALSE,TRUE,Intermediate
79,775,364,FALSE,FALSE,TRUE,Beginner
80,807,340,FALSE,TRUE,FALSE,Proficient
81,472,68,TRUE,FALSE,TRUE,Beginner
82,197,750,FALSE,FALSE,FALSE,Intermediate
83,546,540,FALSE,TRUE,FALSE,Fluent
84,745,754,TRUE,TRUE,TRUE,Beginner
85,46,893,FALSE,TRUE,TRUE,Intermediate
86,764,453,TRUE,TRUE,FALSE,Beginner
87,95,366,TRUE,FALSE,FALSE,Intermediate
88,727,876,FALSE,FALSE,FALSE,Beginner
89,722,762,FALSE,TRUE,FALSE,Proficient
90,480,267,FALSE,FALSE,FALSE,Beginner
91,961,972,TRUE,TRUE,FALSE,Fluent
92,563,583,FALSE,FALSE,FALSE,Native
93,778,534,FALSE,TRUE,TRUE,Fluent
94,688,410,FALSE,FALSE,TRUE,Intermediate
95,365,322,TRUE,TRUE,TRUE,Beginner
96,948,87,FALSE,TRUE,FALSE,Beginner
97,855,823,TRUE,TRUE,FALSE,Intermediate
98,699,303,TRUE,FALSE,TRUE,Fluent
99,580,74,TRUE,FALSE,FALSE,Fluent
100,849,762,TRUE,FALSE,FALSE,Intermediate
101,438,865,FALSE,TRUE,FALSE,Beginner
102,274,35,TRUE,FALSE,TRUE,Native
103,712,573,FALSE,TRUE,TRUE,Fluent
104,132,880,TRUE,FALSE,TRUE,Beginner
105,531,862,FALSE,FALSE,FALSE,Fluent
106,782,306,TRUE,TRUE,TRUE,Proficient
107,407,301,FALSE,TRUE,FALSE,Intermediate
108,578,927,TRUE,FALSE,FALSE,Fluent
109,618,93,FALSE,TRUE,FALSE,Beginner
110,853,827,TRUE,TRUE,FALSE,Intermediate
111,653,455,FALSE,TRUE,FALSE,Proficient
112,55,405,FALSE,TRUE,TRUE,Fluent
113,652,324,FALSE,FALSE,TRUE,Proficient
114,97,414,TRUE,TRUE,FALSE,Beginner
115,915,280,TRUE,TRUE,TRUE,Intermediate
116,499,740,TRUE,FALSE,TRUE,Native
117,572,436,FALSE,FALSE,TRUE,Native
118,575,134,FALSE,FALSE,TRUE,Fluent
119,531,736,TRUE,TRUE,FALSE,Beginner
120,519,352,TRUE,TRUE,TRUE,Beginner
121,657,627,TRUE,FALSE,FALSE,Fluent
122,812,468,TRUE,TRUE,TRUE,Beginner
123,518,393,TRUE,TRUE,FALSE,Native
124,444,927,TRUE,FALSE,TRUE,Fluent
125,130,384,FALSE,TRUE,FALSE,Intermediate
126,63,681,TRUE,TRUE,TRUE,Fluent
127,720,854,TRUE,TRUE,TRUE,Native
128,71,730,FALSE,TRUE,FALSE,Proficient
129,778,733,FALSE,TRUE,TRUE,Intermediate
130,493,661,FALSE,FALSE,FALSE,Beginner
131,32,677,FALSE,TRUE,FALSE,Fluent
132,571,575,TRUE,FALSE,TRUE,Fluent
133,635,649,FALSE,FALSE,FALSE,Proficient
134,871,723,FALSE,TRUE,FALSE,Proficient
135,867,280,FALSE,TRUE,TRUE,Beginner
136,137,911,TRUE,FALSE,FALSE,Native
137,166,23,FALSE,FALSE,TRUE,Proficient
138,322,285,FALSE,FALSE,TRUE,Fluent
139,69,26,TRUE,TRUE,TRUE,Native
140,333,486,TRUE,FALSE,TRUE,Proficient
141,977,863,FALSE,TRUE,TRUE,Proficient
142,674,275,TRUE,FALSE,FALSE,Beginner
143,563,166,TRUE,TRUE,FALSE,Fluent
144,206,257,FALSE,TRUE,TRUE,Proficient
145,637,73,TRUE,FALSE,TRUE,Intermediate
146,727,459,TRUE,FALSE,TRUE,Proficient
147,767,979,FALSE,FALSE,TRUE,Native
148,738,612,FALSE,TRUE,TRUE,Intermediate
149,213,396,FALSE,FALSE,TRUE,Beginner
150,600,445,FALSE,FALSE,TRUE,Fluent
151,529,66,TRUE,FALSE,FALSE,Proficient
152,551,282,FALSE,FALSE,FALSE,Native
153,303,391,TRUE,TRUE,TRUE,Intermediate
154,595,655,TRUE,FALSE,TRUE,Beginner
155,31,83,FALSE,TRUE,TRUE,Fluent
156,816,86,TRUE,TRUE,FALSE,Fluent
157,324,60,FALSE,TRUE,FALSE,Fluent
158,589,328,TRUE,FALSE,FALSE,Beginner
159,480,945,FALSE,TRUE,FALSE,Native
160,298,373,FALSE,FALSE,TRUE,Proficient
161,565,870,FALSE,FALSE,TRUE,Beginner
162,827,483,TRUE,TRUE,FALSE,Intermediate
163,793,118,FALSE,TRUE,TRUE,Native
164,860,762,FALSE,FALSE,TRUE,Fluent
165,62,755,TRUE,FALSE,FALSE,Intermediate
166,32,623,TRUE,FALSE,TRUE,Native
167,939,361,TRUE,TRUE,TRUE,Native
168,6,188,TRUE,TRUE,FALSE,Proficient
169,755,92,TRUE,FALSE,FALSE,Native
170,13,584,FALSE,FALSE,TRUE,Intermediate
171,774,346,TRUE,FALSE,TRUE,Proficient
172,822,323,FALSE,TRUE,TRUE,Proficient
173,771,734,TRUE,FALSE,FALSE,Beginner
174,509,300,TRUE,FALSE,TRUE,Intermediate
175,494,828,TRUE,FALSE,TRUE,Native
176,697,252,FALSE,FALSE,FALSE,Native
177,192,709,TRUE,TRUE,TRUE,Native
178,420,14,TRUE,TRUE,FALSE,Beginner
179,32,915,FALSE,TRUE,TRUE,Beginner
180,593,100,TRUE,TRUE,FALSE,Proficient
181,84,709,TRUE,FALSE,FALSE,Native
182,477,449,TRUE,TRUE,FALSE,Intermediate
183,738,391,FALSE,TRUE,TRUE,Intermediate
184,449,722,TRUE,FALSE,FALSE,Native
185,368,354,TRUE,TRUE,TRUE,Beginner
186,993,900,FALSE,TRUE,FALSE,Native
187,322,403,TRUE,TRUE,FALSE,Proficient
188,685,427,TRUE,TRUE,TRUE,Fluent
189,886,181,TRUE,FALSE,FALSE,Fluent
190,653,889,TRUE,FALSE,TRUE,Fluent
191,85,213,FALSE,FALSE,FALSE,Native
192,141,947,TRUE,TRUE,FALSE,Native
193,951,628,FALSE,FALSE,FALSE,Intermediate
194,333,584,TRUE,TRUE,FALSE,Proficient
195,5,127,TRUE,TRUE,FALSE,Fluent
196,166,781,FALSE,TRUE,TRUE,Native
197,678,110,FALSE,TRUE,FALSE,Native
198,346,957,FALSE,FALSE,FALSE,Fluent
199,478,89,TRUE,TRUE,TRUE,Intermediate
200,726,14,TRUE,FALSE,TRUE,Beginner
201,29,459,TRUE,TRUE,FALSE,Intermediate
202,705,655,TRUE,TRUE,TRUE,Intermediate
203,514,839,TRUE,FALSE,FALSE,Proficient
204,249,601,TRUE,FALSE,TRUE,Native
205,387,917,FALSE,FALSE,FALSE,Beginner
206,447,413,TRUE,TRUE,TRUE,Proficient
207,742,377,TRUE,FALSE,FALSE,Intermediate
208,650,319,TRUE,TRUE,TRUE,Intermediate
209,57,682,TRUE,FALSE,TRUE,Beginner
210,643,420,TRUE,TRUE,FALSE,Native
211,604,526,TRUE,FALSE,FALSE,Intermediate
212,706,678,FALSE,TRUE,FALSE,Proficient
213,550,475,FALSE,FALSE,FALSE,Native
214,195,900,TRUE,FALSE,FALSE,Fluent
215,269,812,TRUE,FALSE,TRUE,Intermediate
216,533,444,FALSE,FALSE,TRUE,Intermediate
217,583,576,TRUE,TRUE,TRUE,Fluent
218,641,946,FALSE,TRUE,TRUE,Beginner
219,81,810,FALSE,TRUE,FALSE,Beginner
220,354,763,FALSE,TRUE,FALSE,Intermediate
221,880,405,FALSE,TRUE,TRUE,Proficient
222,133,516,FALSE,TRUE,TRUE,Proficient
223,290,413,FALSE,FALSE,FALSE,Native
224,924,296,TRUE,TRUE,TRUE,Beginner
225,202,209,TRUE,TRUE,TRUE,Fluent
226,948,130,TRUE,TRUE,TRUE,Native
227,456,292,TRUE,FALSE,FALSE,Proficient
228,180,420,FALSE,FALSE,FALSE,Native
229,677,963,TRUE,TRUE,TRUE,Proficient
230,201,719,FALSE,FALSE,FALSE,Intermediate
231,881,488,TRUE,FALSE,FALSE,Intermediate
232,462,247,FALSE,TRUE,TRUE,Beginner
233,11,272,TRUE,FALSE,TRUE,Beginner
234,910,536,TRUE,FALSE,TRUE,Native
235,965,240,FALSE,TRUE,FALSE,Beginner
236,253,107,TRUE,FALSE,TRUE,Intermediate
237,376,183,FALSE,FALSE,TRUE,Native
238,930,984,TRUE,TRUE,TRUE,Intermediate
239,907,4,TRUE,TRUE,FALSE,Intermediate
240,216,355,FALSE,FALSE,TRUE,Native
241,505,503,FALSE,FALSE,FALSE,Fluent
242,52,868,TRUE,TRUE,TRUE,Beginner
243,984,475,TRUE,FALSE,TRUE,Proficient
244,306,615,FALSE,TRUE,TRUE,Beginner
245,960,213,TRUE,FALSE,FALSE,Native
246,276,957,FALSE,TRUE,FALSE,Intermediate
247,459,144,FALSE,FALSE,TRUE,Proficient
248,454,584,TRUE,TRUE,TRUE,Intermediate
249,594,801,TRUE,TRUE,TRUE,Native
250,703,95,FALSE,TRUE,TRUE,Beginner
251,204,40,FALSE,FALSE,FALSE,Native
252,391,471,TRUE,FALSE,FALSE,Native
253,829,75,TRUE,TRUE,TRUE,Beginner
254,135,785,FALSE,FALSE,FALSE,Intermediate
255,876,886,TRUE,FALSE,TRUE,Fluent
256,974,200,FALSE,TRUE,FALSE,Native
257,654,287,TRUE,FALSE,TRUE,Proficient
258,169,27,TRUE,FALSE,TRUE,Fluent
259,31,768,TRUE,TRUE,FALSE,Proficient
260,667,494,TRUE,TRUE,FALSE,Proficient
261,61,802,FALSE,FALSE,TRUE,Native
262,516,978,FALSE,TRUE,FALSE,Proficient
263,691,793,FALSE,FALSE,FALSE,Proficient
264,379,788,FALSE,TRUE,TRUE,Intermediate
265,417,63,TRUE,TRUE,TRUE,Proficient
266,523,776,TRUE,FALSE,FALSE,Intermediate
267,19,352,TRUE,FALSE,TRUE,Proficient
268,906,732,FALSE,FALSE,FALSE,Beginner
269,480,864,FALSE,TRUE,TRUE,Proficient
270,120,943,TRUE,TRUE,FALSE,Intermediate
271,402,701,TRUE,TRUE,TRUE,Beginner
272,289,744,FALSE,TRUE,TRUE,Intermediate
273,514,15,FALSE,TRUE,FALSE,Beginner
274,770,328,FALSE,FALSE,TRUE,Beginner
275,257,34,TRUE,TRUE,TRUE,Fluent
276,393,861,TRUE,FALSE,TRUE,Proficient
277,533,427,FALSE,TRUE,FALSE,Intermediate
278,143,677,FALSE,FALSE,TRUE,Proficient
279,251,537,TRUE,FALSE,FALSE,Fluent
280,617,687,FALSE,TRUE,FALSE,Beginner
281,864,137,TRUE,FALSE,FALSE,Fluent
282,212,41,TRUE,FALSE,TRUE,Fluent
283,426,519,FALSE,TRUE,FALSE,Proficient
284,871,220,FALSE,TRUE,FALSE,Proficient
285,347,534,TRUE,FALSE,TRUE,Beginner
286,750,535,FALSE,FALSE,FALSE,Fluent
287,420,255,FALSE,TRUE,FALSE,Native
288,821,625,TRUE,FALSE,TRUE,Intermediate
289,644,219,FALSE,FALSE,TRUE,Beginner
290,416,435,TRUE,FALSE,TRUE,Fluent
291,721,252,TRUE,TRUE,TRUE,Proficient
292,690,519,TRUE,TRUE,FALSE,Intermediate
293,462,128,FALSE,FALSE,FALSE,Beginner
294,758,653,TRUE,TRUE,TRUE,Intermediate
295,391,218,FALSE,FALSE,FALSE,Intermediate
296,866,580,FALSE,TRUE,TRUE,Native
297,823,7,TRUE,FALSE,TRUE,Proficient
298,292,352,TRUE,FALSE,TRUE,Native
299,654,364,FALSE,FALSE,TRUE,Fluent
300,185,979,TRUE,TRUE,FALSE,Native
301,381,756,TRUE,TRUE,TRUE,Intermediate
302,583,376,FALSE,TRUE,TRUE,Fluent
303,936,56,FALSE,FALSE,TRUE,Intermediate
304,446,67,FALSE,TRUE,TRUE,Native
305,484,844,FALSE,FALSE,TRUE,Native
306,883,462,TRUE,TRUE,FALSE,Fluent
307,707,895,FALSE,FALSE,FALSE,Fluent
308,925,715,FALSE,TRUE,FALSE,Native
309,161,101,FALSE,TRUE,TRUE,Native
310,560,981,TRUE,TRUE,FALSE,Beginner
311,503,549,FALSE,TRUE,FALSE,Native
312,59,907,TRUE,FALSE,FALSE,Intermediate
313,762,656,TRUE,FALSE,TRUE,Fluent
314,647,299,FALSE,TRUE,FALSE,Proficient
315,265,93,FALSE,FALSE,TRUE,Fluent
316,918,717,FALSE,FALSE,FALSE,Beginner
317,777,762,FALSE,FALSE,TRUE,Native
318,452,684,TRUE,TRUE,TRUE,Fluent
319,664,481,TRUE,TRUE,FALSE,Native
320,987,807,TRUE,FALSE,TRUE,Intermediate
321,685,932,FALSE,TRUE,FALSE,Intermediate
322,244,745,FALSE,TRUE,FALSE,Beginner
323,841,258,FALSE,TRUE,FALSE,Intermediate
324,948,748,FALSE,FALSE,FALSE,Beginner
325,941,620,TRUE,TRUE,FALSE,Intermediate
326,187,530,FALSE,FALSE,TRUE,Beginner
327,402,706,FALSE,TRUE,TRUE,Native
328,931,757,FALSE,FALSE,TRUE,Native
329,859,46,FALSE,TRUE,FALSE,Fluent
330,215,532,FALSE,TRUE,TRUE,Beginner
331,700,195,TRUE,FALSE,TRUE,Fluent
332,690,806,TRUE,FALSE,TRUE,Beginner
333,519,368,TRUE,FALSE,FALSE,Fluent
334,167,639,TRUE,FALSE,TRUE,Intermediate
335,590,685,FALSE,FALSE,FALSE,Native
336,92,401,FALSE,TRUE,FALSE,Beginner
337,544,208,FALSE,TRUE,TRUE,Beginner
338,155,479,TRUE,TRUE,TRUE,Proficient
339,940,359,FALSE,TRUE,TRUE,Fluent
340,222,785,TRUE,TRUE,FALSE,Proficient
341,586,775,FALSE,FALSE,TRUE,Proficient
342,841,483,FALSE,FALSE,TRUE,Intermediate
343,182,595,TRUE,TRUE,TRUE,Proficient
344,678,586,TRUE,TRUE,FALSE,Beginner
345,697,67,TRUE,FALSE,FALSE,Proficient
346,131,323,TRUE,FALSE,FALSE,Fluent
347,367,714,FALSE,FALSE,FALSE,Proficient
348,846,816,TRUE,FALSE,TRUE,Native
349,214,372,FALSE,TRUE,TRUE,Intermediate
350,659,777,TRUE,TRUE,FALSE,Fluent
351,378,745,FALSE,TRUE,FALSE,Intermediate
352,985,136,FALSE,TRUE,TRUE,Native
353,745,821,TRUE,TRUE,TRUE,Proficient
354,828,480,TRUE,FALSE,TRUE,Intermediate
355,447,490,FALSE,FALSE,FALSE,Beginner
356,510,342,FALSE,TRUE,TRUE,Native
357,217,601,TRUE,TRUE,FALSE,Proficient
358,270,59,FALSE,FALSE,FALSE,Fluent
359,283,677,FALSE,FALSE,TRUE,Intermediate
360,26,86,FALSE,TRUE,FALSE,Proficient
361,943,148,FALSE,FALSE,TRUE,Beginner
362,428,491,FALSE,TRUE,TRUE,Intermediate
363,483,784,FALSE,TRUE,FALSE,Fluent
364,269,146,FALSE,TRUE,FALSE,Beginner
365,230,117,FALSE,TRUE,TRUE,Beginner
366,41,166,TRUE,TRUE,TRUE,Intermediate
367,762,472,FALSE,TRUE,FALSE,Proficient
368,20,251,TRUE,TRUE,FALSE,Proficient
369,377,154,FALSE,FALSE,TRUE,Beginner
370,656,575,TRUE,TRUE,TRUE,Proficient
371,830,649,TRUE,TRUE,FALSE,Intermediate
372,33,307,FALSE,TRUE,TRUE,Beginner
373,749,904,TRUE,TRUE,FALSE,Intermediate
374,687,466,FALSE,TRUE,TRUE,Fluent
375,595,189,FALSE,FALSE,TRUE,Native
376,563,74,TRUE,TRUE,TRUE,Proficient
377,817,298,TRUE,FALSE,FALSE,Native
378,562,891,FALSE,TRUE,TRUE,Native
379,62,452,TRUE,TRUE,FALSE,Proficient
380,844,471,FALSE,TRUE,TRUE,Intermediate
381,695,216,TRUE,TRUE,TRUE,Beginner
382,636,481,TRUE,TRUE,TRUE,Intermediate
383,391,609,FALSE,FALSE,FALSE,Intermediate
384,643,181,FALSE,TRUE,FALSE,Fluent
385,805,572,TRUE,TRUE,FALSE,Beginner
386,863,974,TRUE,TRUE,FALSE,Native
387,841,782,TRUE,TRUE,TRUE,Native
388,690,487,TRUE,TRUE,TRUE,Intermediate
389,124,389,FALSE,FALSE,TRUE,Beginner
390,450,857,FALSE,TRUE,TRUE,Fluent
391,523,916,FALSE,TRUE,FALSE,Beginner
392,412,787,FALSE,FALSE,FALSE,Native
393,358,163,TRUE,TRUE,FALSE,Native
394,432,325,FALSE,TRUE,TRUE,Native
395,861,950,FALSE,FALSE,TRUE,Native
396,879,233,TRUE,TRUE,FALSE,Native
397,594,536,FALSE,TRUE,FALSE,Beginner
398,887,747,TRUE,TRUE,FALSE,Proficient
399,59,622,FALSE,FALSE,TRUE,Native
400,544,103,TRUE,TRUE,FALSE,Fluent
401,595,149,TRUE,FALSE,TRUE,Proficient
402,201,785,FALSE,TRUE,TRUE,Fluent
403,677,602,FALSE,FALSE,FALSE,Proficient
404,474,920,FALSE,TRUE,FALSE,Fluent
405,503,820,TRUE,FALSE,FALSE,Intermediate
406,886,676,FALSE,TRUE,FALSE,Native
407,783,732,TRUE,FALSE,TRUE,Proficient
408,751,91,TRUE,FALSE,FALSE,Proficient
409,116,275,FALSE,TRUE,TRUE,Proficient
410,162,74,FALSE,TRUE,TRUE,Proficient
411,851,66,FALSE,TRUE,FALSE,Proficient
412,622,460,FALSE,FALSE,TRUE,Proficient
413,774,928,FALSE,FALSE,TRUE,Proficient
414,883,245,FALSE,TRUE,TRUE,Native
415,59,180,FALSE,FALSE,FALSE,Beginner
416,592,474,FALSE,FALSE,FALSE,Native
417,493,825,FALSE,TRUE,FALSE,Fluent
418,892,835,TRUE,TRUE,FALSE,Proficient
419,658,242,FALSE,FALSE,TRUE,Proficient
420,232,396,TRUE,FALSE,TRUE,Fluent
421,239,395,TRUE,TRUE,FALSE,Fluent
422,560,964,TRUE,TRUE,TRUE,Proficient
423,926,367,FALSE,FALSE,TRUE,Native
424,628,681,FALSE,TRUE,TRUE,Intermediate
425,610,115,TRUE,TRUE,FALSE,Beginner
426,371,278,TRUE,TRUE,FALSE,Intermediate
427,254,201,FALSE,TRUE,TRUE,Beginner
428,415,707,TRUE,FALSE,FALSE,Native
429,493,183,FALSE,FALSE,TRUE,Beginner
430,380,170,TRUE,FALSE,TRUE,Native
431,867,748,TRUE,TRUE,FALSE,Fluent
432,820,358,FALSE,FALSE,TRUE,Proficient
433,517,640,TRUE,FALSE,FALSE,Proficient
434,569,544,TRUE,TRUE,TRUE,Native
435,355,521,TRUE,FALSE,FALSE,Beginner
436,881,275,FALSE,FALSE,TRUE,Fluent
437,275,78,FALSE,FALSE,FALSE,Intermediate
438,368,639,FALSE,FALSE,TRUE,Beginner
439,894,776,TRUE,FALSE,TRUE,Native
440,84,7,FALSE,TRUE,FALSE,Proficient
441,515,193,FALSE,FALSE,TRUE,Proficient
442,147,994,FALSE,FALSE,FALSE,Intermediate
443,80,144,TRUE,FALSE,TRUE,Proficient
444,925,555,FALSE,TRUE,TRUE,Native
445,837,354,TRUE,TRUE,FALSE,Fluent
446,287,988,FALSE,TRUE,TRUE,Native
447,21,975,FALSE,TRUE,FALSE,Proficient
448,964,131,TRUE,FALSE,FALSE,Intermediate
449,91,732,TRUE,FALSE,FALSE,Native
450,426,725,FALSE,FALSE,TRUE,Beginner
451,635,999,FALSE,FALSE,FALSE,Proficient
452,329,361,FALSE,FALSE,TRUE,Fluent
453,4,814,FALSE,TRUE,FALSE,Native
454,306,242,FALSE,FALSE,TRUE,Beginner
455,688,482,FALSE,FALSE,TRUE,Intermediate
456,286,244,FALSE,FALSE,FALSE,Intermediate
457,613,561,FALSE,TRUE,TRUE,Proficient
458,120,238,FALSE,TRUE,FALSE,Intermediate
459,760,604,TRUE,FALSE,FALSE,Native
460,365,403,FALSE,FALSE,TRUE,Proficient
461,994,592,TRUE,FALSE,TRUE,Fluent
462,664,911,FALSE,FALSE,FALSE,Intermediate
463,394,690,FALSE,FALSE,TRUE,Fluent
464,155,149,TRUE,TRUE,FALSE,Fluent
465,580,632,FALSE,TRUE,TRUE,Fluent
466,48,471,TRUE,TRUE,FALSE,Native
467,398,723,FALSE,FALSE,FALSE,Fluent
468,567,976,TRUE,TRUE,FALSE,Native
469,307,737,TRUE,TRUE,FALSE,Native
470,715,420,TRUE,TRUE,FALSE,Beginner
471,650,241,TRUE,FALSE,FALSE,Proficient
472,123,723,TRUE,FALSE,TRUE,Intermediate
473,147,118,TRUE,FALSE,TRUE,Native
474,271,320,FALSE,TRUE,TRUE,Intermediate
475,56,189,TRUE,FALSE,FALSE,Beginner
476,674,869,FALSE,TRUE,FALSE,Intermediate
477,901,301,TRUE,FALSE,TRUE,Fluent
478,107,945,FALSE,FALSE,FALSE,Native
479,68,776,TRUE,TRUE,TRUE,Fluent
480,252,705,FALSE,FALSE,FALSE,Fluent
481,346,575,TRUE,TRUE,FALSE,Proficient
482,490,405,TRUE,FALSE,FALSE,Proficient
483,353,81,TRUE,FALSE,FALSE,Intermediate
484,620,242,TRUE,FALSE,TRUE,Proficient
485,857,551,TRUE,TRUE,TRUE,Native
486,341,722,TRUE,TRUE,TRUE,Intermediate
487,879,614,TRUE,TRUE,FALSE,Proficient
488,704,207,TRUE,TRUE,FALSE,Beginner
489,597,199,TRUE,TRUE,FALSE,Fluent
490,407,410,FALSE,TRUE,FALSE,Fluent
491,408,136,FALSE,TRUE,TRUE,Proficient
492,472,386,TRUE,TRUE,TRUE,Proficient
493,747,672,TRUE,TRUE,FALSE,Proficient
494,618,938,TRUE,TRUE,TRUE,Native
495,21,189,FALSE,FALSE,TRUE,Proficient
496,471,674,TRUE,TRUE,TRUE,Proficient
497,432,865,FALSE,TRUE,TRUE,Beginner
498,366,737,FALSE,TRUE,FALSE,Intermediate
499,768,272,FALSE,FALSE,TRUE,Intermediate
500,482,574,FALSE,FALSE,FALSE,Intermediate
501,516,165,FALSE,TRUE,TRUE,Proficient
502,306,662,FALSE,FALSE,FALSE,Intermediate
503,671,974,TRUE,FALSE,FALSE,Native
504,449,964,TRUE,FALSE,TRUE,Fluent
505,851,209,FALSE,TRUE,TRUE,Fluent
506,628,173,TRUE,FALSE,TRUE,Beginner
507,400,364,FALSE,FALSE,FALSE,Proficient
508,673,340,FALSE,TRUE,TRUE,Proficient
509,441,739,FALSE,FALSE,TRUE,Fluent
510,209,276,TRUE,TRUE,TRUE,Fluent
511,437,142,TRUE,TRUE,FALSE,Fluent
512,566,723,TRUE,TRUE,TRUE,Fluent
513,183,768,TRUE,FALSE,TRUE,Intermediate
514,114,816,FALSE,FALSE,FALSE,Fluent
515,116,986,TRUE,TRUE,FALSE,Intermediate
516,181,263,FALSE,TRUE,TRUE,Proficient
517,3,546,FALSE,FALSE,FALSE,Beginner
518,382,702,TRUE,TRUE,FALSE,Proficient
519,790,146,TRUE,FALSE,TRUE,Fluent
520,56,767,FALSE,FALSE,FALSE,Fluent
521,332,511,TRUE,TRUE,TRUE,Native
522,351,645,TRUE,TRUE,FALSE,Beginner
523,920,576,TRUE,FALSE,FALSE,Fluent
524,688,3,TRUE,FALSE,TRUE,Native
525,499,805,TRUE,TRUE,FALSE,Intermediate
526,622,18,FALSE,FALSE,FALSE,Native
527,293,881,FALSE,FALSE,FALSE,Intermediate
528,961,117,FALSE,FALSE,FALSE,Fluent
529,411,846,FALSE,FALSE,TRUE,Beginner
530,89,208,TRUE,FALSE,TRUE,Proficient
531,836,710,FALSE,TRUE,FALSE,Proficient
532,521,637,TRUE,TRUE,FALSE,Fluent
